date,description,amount,type,category,explanation
2024-01-17,CREDIT PURCHASE 15/01/24 xx-0411 TS/UDON DON BAR NUS S,-19.5,Withdrawal,Food,Payment for a meal at Udon Don Bar.
2024-01-17,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.8,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2024-01-17,NETS QR 23033418 NETS QR PURCHASE HAVE TASTE OF HOME NUS,-7.3,Withdrawal,Food,"This is a payment for a food purchase at ""Have Taste of Home"" in NUS using NETS QR."
2024-01-18,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at Sin Kee.
2024-01-18,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,Purchase of groceries from Greens & Grains using NETS QR.
2024-01-19,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2024011801005391,-6.8,Withdrawal,Transfers,This transaction represents a fund transfer made via PayNow-QR Code to QFPAY in Singapore.
2024-01-19,NETS QR 90894701 NETS QR PURCHASE PASTA EXPRESS TD,-6.2,Withdrawal,Food,This transaction is a payment for a meal at Pasta Express made through NETS QR.
2024-01-19,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2024-01-20,PAYMENT/TRANSFER via PayNow-DBSS from ONG YI KAI SAM OTHR ONG YI KAI SAMUEL,18.0,Deposit,Transfers,This is a transfer received from Ong Yi Kai Samuel via PayNow-DBSS.
2024-01-20,FUND TRANSFER via PayNow-QR Code to AK OTHR - OTHR,-10.0,Withdrawal,Transfers,This transaction represents a fund transfer to another account using PayNow-QR Code.
2024-01-20,FAST PAYMENT via PayNow-Mobile to Shermaine Ang OTHR - OTHR,-10.0,Withdrawal,Transfers,This transaction is a transfer of funds to Shermaine Ang via PayNow-Mobile.
2024-01-20,PAYMENT/TRANSFER via PayNow-DBSS from ELYSE TAN XUAN OTHR ELYSE TAN XUANLE,17.05,Deposit,Transfers,This is a transfer received from Elyse Tan Xuan via PayNow-DBSS.
2024-01-20,PAYMENT/TRANSFER via PayNow-DBSS from ALYANNA YSABEL OTHR PayNow Transfer,20.02,Deposit,Transfers,This is a transfer received from Alyanna Ysabel via PayNow-DBSS.
2024-01-21,PAYMENT/TRANSFER via PayNow-DBSS from ALYANNA YSABEL OTHR PayNow Transfer,3.33,Deposit,Transfers,This is a transfer received from Alyanna Ysabel via PayNow-DBSS.
2024-01-21,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2024012101005413,-6.7,Withdrawal,Transfers,This transaction represents a fund transfer made via PayNow-QR Code to QFPAY in Singapore.
2024-01-22,DEBIT PURCHASE 20/01/24 xx-0411 RANKING SPORTS & MUSIC S,-99.0,Withdrawal,Shopping,Purchase made at Ranking Sports & Music store.
2024-01-22,DEBIT PURCHASE 21/01/24 xx-0411 IKEA S,-46.0,Withdrawal,Shopping,Purchase made at IKEA store.
2024-01-22,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2024012202005418,-5.5,Withdrawal,Transfers,This transaction represents a fund transfer made via PayNow-QR Code to QFPAY in Singapore.
2024-01-22,NETS QR 90376701 NETS QR PURCHASE MALA XIANG GUO,-35.1,Withdrawal,Food,Payment for a meal at Mala Xiang Guo using NETS QR.
2024-01-23,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2024012301005423,-13.4,Withdrawal,Transfers,This transaction represents a fund transfer made via PayNow-QR Code to QFPAY SINGAPORE.
2024-01-23,PAYMENT/TRANSFER via PayNow-DBSS from ELYSE TAN XUAN OTHR ELYSE TAN XUANLE,6.8,Deposit,Transfers,This is a transfer received from Elyse Tan Xuan via PayNow-DBSS.
2024-01-23,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.8,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2024-01-24,DEBIT PURCHASE 21/01/24 xx-0411 DIN TAI FUNG - PLAZA SINGS,-36.33,Withdrawal,Food,Payment for a meal at Din Tai Fung restaurant in Plaza Singapura.
2024-01-24,DEBIT PURCHASE 21/01/24 xx-0411 NET*COOKIE & COFF S,-7.4,Withdrawal,Food,Payment for a purchase at Cookie & Coff S.
2024-01-24,CREDIT PURCHASE 20/01/24 xx-0411 GET*Tamoya Udon S,-72.06,Withdrawal,Food,Payment for a meal at Tamoya Udon restaurant.
2024-01-24,FAST PAYMENT via PayNow-Mobile to teasel OTHR - GPay-,-1.5,Withdrawal,Transfers,"This transaction represents a transfer of funds made via PayNow-Mobile to another party, possibly for a personal payment or purchase."
2024-01-24,PAYMENT/TRANSFER via PayNow-DBSS from ELYSE TAN XUAN OTHR ELYSE TAN XUANLE,1.5,Deposit,Transfers,This transaction is a transfer of funds received from Elyse Tan Xuan via PayNow-DBSS.
2024-01-24,PAYMENT/TRANSFER via PayNow-DBSS from WILLSON HAN ZH OTHR Send back 97788173,7.02,Deposit,Transfers,This is a transfer received from Willson Han via PayNow-DBSS.
2024-01-24,PAYMENT/TRANSFER via PayNow-DBSS from ALYANNA YSABEL OTHR Send back 92437375,7.02,Deposit,Transfers,This is a transfer received from Alyanna Ysabel via PayNow-DBSS.
2024-01-24,FAST PAYMENT via PayNow-Mobile to TEO WEE KENG KEN OTHR - OTHR,-5.0,Withdrawal,Transfers,"This transaction is a transfer of funds to another individual, Teo Wee Keng Ken, via PayNow-Mobile."
2024-01-24,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,Payment for groceries at Greens & Grains using NETS QR.
2024-01-24,FAST PAYMENT via PayNow-Mobile to Aly OTHR - GPay-,-13.6,Withdrawal,Transfers,This transaction is a transfer of funds to Aly via Google Pay using the PayNow-Mobile service.
2024-01-25,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2024012502005446,-14.3,Withdrawal,Transfers,This transaction is a fund transfer made through PayNow-QR Code to QFPAY in Singapore.
2024-01-25,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - OTHR,-4.0,Withdrawal,Miscellaneous,"Payment made to Xiang Ho Management via PayNow-UEN. The purpose of the transaction is not specified, hence categorized as miscellaneous."
2024-01-26,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - OTHR,-5.2,Withdrawal,Miscellaneous,"This transaction is a fast payment made through PayNow-UEN to Xiang Ho Management. The exact purpose of the transaction is not specified, hence it is categorized under Miscellaneous."
2024-01-27,DEBIT PURCHASE 25/01/24 xx-0411 COLD STORAGE-STAR VISTA S,-41.3,Withdrawal,Groceries,Purchase of groceries from Cold Storage-Star Vista.
2024-01-27,CREDIT PURCHASE 25/01/24 xx-0411 COLD STORAGE-STAR VISTA S,-14.9,Withdrawal,Groceries,Purchase of groceries from Cold Storage-Star Vista.
2024-01-27,DEBIT PURCHASE 25/01/24 xx-0411 NANDO'S S,-23.0,Withdrawal,Food,Payment for a meal at Nando's restaurant.
2024-01-27,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2024-01-27,PAYMENT/TRANSFER via PayNow-DBSS from FAITH TAN LI-A OTHR Send back 87862331,7.02,Deposit,Transfers,This is a transfer received from Faith Tan Li-A via PayNow-DBSS.
2024-01-27,NETS QR 89059401 NETS QR PURCHASE -,-5.0,Withdrawal,Miscellaneous,"This transaction is a purchase made using NETS QR, but without specific details on what was purchased, it is categorized as Miscellaneous."
2024-01-28,PAYMENT/TRANSFER via PayNow-DBSS from ONG YI KAI SAM OTHR Send back 93873229,10.75,Deposit,Transfers,Received a transfer from Ong Yi Kai Sam via PayNow-DBSS.
2024-01-28,PAYMENT/TRANSFER via PayNow-DBSS from WILLSON HAN ZH OTHR Send back 97788173,3.73,Deposit,Transfers,This is a transfer received from Willson Han via PayNow-DBSS.
2024-01-28,CREDIT PURCHASE 26/01/24 xx-0411 CHEERS - COLLEGE AVE WESTS,-8.04,Withdrawal,Food,Payment for food at Cheers on College Ave Wests.
2024-01-28,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made using NETS QR.
2024-01-28,PAYMENT/TRANSFER via PayNow-DBSS from ALYANNA YSABEL OTHR Send back 92437375,3.72,Deposit,Transfers,This is a transfer received from Alyanna Ysabel via PayNow-DBSS.
2024-01-29,NETS QR 23016847 NETS QR PURCHASE GREENS & GRAINS,-6.8,Withdrawal,Groceries,Purchase of groceries from Greens & Grains using NETS QR.
2024-01-29,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.3,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2024-01-30,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2024-01-30,NETS QR 89059401 NETS QR PURCHASE -,-5.0,Withdrawal,Miscellaneous,"This transaction is a payment made through NETS QR, but without a specific description, it's unclear what the purchase was for. Therefore, it's categorized as Miscellaneous."
2024-01-31,DEBIT PURCHASE 28/01/24 xx-0411 SP SWEE LEE SINGAPORE S,-83.7,Withdrawal,Shopping,"This transaction is a debit purchase from Swee Lee, a music store in Singapore, indicating a shopping expense."
2024-01-31,NETS QR 90894701 NETS QR PURCHASE PASTA EXPRESS TD,-6.4,Withdrawal,Food,Payment for a meal at Pasta Express using NETS QR.
2024-01-31,NETS QR 89059401 NETS QR PURCHASE -,-5.3,Withdrawal,Miscellaneous,"This is a withdrawal transaction made through NETS QR, the specific category of purchase is not specified."
2024-01-31,INTEREST CREDIT,1.71,Deposit,Income,"This is an interest payment credited to the account, which falls under the income category."
2023-03-01,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This transaction is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-01,PAYMENT/TRANSFER UOVB from WONG MEI YIN STDY Study allowance,500.0,Deposit,Income,This is a study allowance payment transferred from Wong Mei Yin.
2023-03-01,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-5.5,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-01,IBG GIRO SUPP National University 0074250268,1649.0,Withdrawal,Education,Payment for educational expenses at National University.
2023-03-01,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,Payment for food at Sin Kee through NETS QR.
2023-03-02,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-8.2,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-02,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-5.3,Withdrawal,Food,Payment for a food purchase at Korean UTown using NETS QR.
2023-03-02,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,12.0,Deposit,Transfers,This is a transfer received from Nicole Lee via PayNow-DBSS.
2023-03-03,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.2,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-03,DEBIT PURCHASE 28/02/23 xx-0411 BOOKMYSHOW SEA-BM SEA S,-19.0,Withdrawal,Entertainment,"This transaction is a debit purchase for a service from BookMyShow, which is an online platform for booking entertainment tickets."
2023-03-03,CREDIT PURCHASE 01/03/23 xx-0411 Grab S,-10.0,Withdrawal,Transport,"Payment for Grab, a ride-hailing service."
2023-03-03,NETS QR 69627701 NETS QR PURCHASE THE TEA PARTY,-7.5,Withdrawal,Food,Payment for a purchase at The Tea Party using NETS QR.
2023-03-04,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This transaction is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-04,DEBIT PURCHASE 02/03/23 xx-0411 Grab S,-19.8,Withdrawal,Transport,"Payment for Grab, a ride-hailing service."
2023-03-04,DEBIT PURCHASE 02/03/23 xx-0411 Grab S,-3.0,Withdrawal,Transport,Payment for a Grab ride.
2023-03-04,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-2.8,Withdrawal,Food,Payment for food at Cool Spot via NETS QR.
2023-03-04,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1982662,-10.4,Withdrawal,Miscellaneous,"This transaction is a payment made to Xiang Ho Management via PayNow-UEN. The purpose of the payment is not specified, hence it is categorized under Miscellaneous."
2023-03-05,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,"This transaction was a purchase made at YQueue Singapore, likely for food or drinks, using NETS QR for payment."
2023-03-05,CREDIT PURCHASE 02/03/23 xx-0411 The Tea Party S,-24.0,Withdrawal,Food,Payment for a meal or drinks at The Tea Party S.
2023-03-06,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-5.5,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-06,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This transaction is a payment for a food purchase made via NETS QR.
2023-03-07,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-07,NETS QR 90894801 NETS QR PURCHASE PASTA EXPRESS F,-6.2,Withdrawal,Food,Payment for a meal at Pasta Express using NETS QR.
2023-03-07,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.3,Withdrawal,Food,Payment for food at Mini Wok using NETS QR.
2023-03-08,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-8.0,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-08,CREDIT PURCHASE 04/03/23 xx-0411 MAMABOX CORPORATI PL S,-2.2,Withdrawal,Shopping,Purchase from Mamabox Corporation.
2023-03-08,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1554808,-5.2,Withdrawal,Miscellaneous,"This transaction is a payment made to 'Xiang Ho Management' via PayNow-UEN. The purpose of the payment is not specified, hence it is categorized under 'Miscellaneous'."
2023-03-08,IBG GIRO SUPP National University 0074254755,1687.6,Withdrawal,Bills,"This transaction is a payment made to the National University, possibly for tuition or other university-related fees."
2023-03-08,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,"This transaction is a purchase made using NETS QR, likely at a food establishment named Sin Kee."
2023-03-09,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,"This transaction is a purchase made through NETS QR at YQueue in Singapore, which is likely a food-related expense."
2023-03-09,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,"This transaction is a purchase made at Sin Kee, likely a food establishment, using NETS QR for payment."
2023-03-10,DEBIT PURCHASE 08/03/23 xx-0411 NUS MULTI-PURPOSE CO-OP S,-8.05,Withdrawal,Shopping,Purchase made at NUS Multi-Purpose Co-op Store.
2023-03-10,CREDIT PURCHASE 09/03/23 xx-0411 STUFF'D ONE@KENT RIDGE S,-8.5,Withdrawal,Food,Payment for a meal at STUFF'D ONE@KENT RIDGE S.
2023-03-10,IBG GIRO INSU 068606931052 Singapore Life Ltd AVI10678130/068606931052,-15.48,Withdrawal,Health,This is a payment for a health insurance policy with Singapore Life Ltd.
2023-03-10,NETS QR 91641801 NETS QR PURCHASE NUS FF S11,-13.8,Withdrawal,Food,This transaction is a food purchase made at NUS FF S11 using NETS QR.
2023-03-10,PAYMENT/TRANSFER via PayNow-DBSS from NICOLE LEE SIY OTHR PayNow Transfer,7.9,Deposit,Transfers,This is a transfer received from Nicole Lee via PayNow-DBSS.
2023-03-12,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-12,CREDIT PURCHASE 10/03/23 xx-5405 TS/UDON DON BAR NUS S,-19.0,Withdrawal,Food,Payment for a meal at Udon Don Bar.
2023-03-12,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2023-03-12,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-13,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-5.5,Withdrawal,Food,This is a payment for a food-related purchase made through NETS QR at YQueue in Singapore.
2023-03-13,FAST PAYMENT via PayNow-UEN to MUGIYA PTE LTD OTHR - 1271381,-4.5,Withdrawal,Food,"Payment made to Mugiya Pte Ltd, likely for food or dining services."
2023-03-14,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2023-03-14,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.3,Withdrawal,Food,Payment for food at Mini Wok using NETS QR.
2023-03-15,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.0,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-15,CREDIT PURCHASE 11/03/23 xx-0411 The Tea Party S,-12.0,Withdrawal,Food,"Payment for a purchase at The Tea Party S, likely a food or beverage establishment."
2023-03-15,DEBIT PURCHASE 13/03/23 xx-6482 EZ-LINK APP S,-20.0,Withdrawal,Transport,"This transaction is a withdrawal for a transport-related expense, specifically for a purchase made through the EZ-Link app, which is used for public transportation services."
2023-03-15,NETS QR 88891601 NETS QR PURCHASE STALL 10 - WESTERN,-6.9,Withdrawal,Food,Payment for food at a western food stall via NETS QR.
2023-03-15,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-5.0,Withdrawal,Food,Payment for a food purchase at Korean UTown using NETS QR.
2023-03-16,DEBIT PURCHASE 14/03/23 xx-0411 Grab S,-10.0,Withdrawal,Transport,Payment for Grab transport service.
2023-03-16,NETS QR 90894801 NETS QR PURCHASE PASTA EXPRESS F,-6.2,Withdrawal,Food,Payment for a meal at Pasta Express using NETS QR.
2023-03-17,FAST PAYMENT via PayNow-Mobile to Anthony Sim OTHR - PGP706,-10.8,Withdrawal,Transfers,This transaction represents a fast payment made to Anthony Sim via PayNow-Mobile.
2023-03-17,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-5.6,Withdrawal,Food,Payment for a food purchase at Korean UTown using NETS QR.
2023-03-17,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made using NETS QR.
2023-03-18,NETS QR 89822201 NETS QR PURCHASE STYL SOLUTIONS PT,-1.0,Withdrawal,Shopping,"This transaction is a purchase made at STYL SOLUTIONS PT, indicating a shopping expense."
2023-03-18,NETS QR 89822201 NETS QR PURCHASE STYL SOLUTIONS PT,-1.0,Withdrawal,Shopping,"This transaction is a purchase made at STYL SOLUTIONS PT, indicating a shopping expenditure."
2023-03-18,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.8,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2023-03-19,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-19,CREDIT PURCHASE 18/03/23 xx-0411 NTUC FP - NUH S,-15.64,Withdrawal,Groceries,"This transaction is a debit purchase from NTUC FairPrice (FP), which is a supermarket chain in Singapore. The purchase was made at the NUH branch."
2023-03-19,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,This is a payment for a food purchase made using NETS QR.
2023-03-19,FUND TRANSFER via PayNow-Mobile to jason OTHR -,-7.0,Withdrawal,Transfers,Funds were transferred to Jason via PayNow-Mobile.
2023-03-20,CREDIT PURCHASE 16/03/23 xx-0411 The Tea Party S,-8.0,Withdrawal,Food,"Payment for a purchase at The Tea Party S, likely a food or beverage establishment."
2023-03-20,DEBIT PURCHASE 18/03/23 xx-0411 BURGER KING - KEN RIDGE S,-7.85,Withdrawal,Food,Payment for a meal at Burger King.
2023-03-20,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-5.5,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-20,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-5.3,Withdrawal,Food,This transaction is a payment for a food purchase at Korean UTown using NETS QR.
2023-03-21,NETS QR 90894801 NETS QR PURCHASE PASTA EXPRESS F,-6.4,Withdrawal,Food,Payment for a meal at Pasta Express via NETS QR.
2023-03-22,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-22,NETS QR 90894801 NETS QR PURCHASE PASTA EXPRESS F,-6.2,Withdrawal,Food,Payment for a meal at Pasta Express using NETS QR.
2023-03-23,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-9.2,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-23,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-1.3,Withdrawal,Food,"This transaction is a purchase made at Cool Spot, which is likely a food establishment, hence the category is Food. The negative amount indicates money was spent, making it a withdrawal."
2023-03-23,FAST PAYMENT via PayNow-UEN to LEJOMO PTE. LTD. OTHR - 1527216,-5.3,Withdrawal,Miscellaneous,"This transaction is a payment made to LEJOMO PTE. LTD. via PayNow-UEN. The category is not specified, hence it is labeled as miscellaneous."
2023-03-23,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.5,Withdrawal,Food,This is a payment for a food purchase made through NETS QR.
2023-03-24,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.5,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-24,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-8.0,Withdrawal,Food,This transaction is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-24,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-5.6,Withdrawal,Food,"This transaction is a purchase made at a Korean restaurant in UTown, indicating it's a food-related expense."
2023-03-24,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,"This transaction is a purchase made at Sin Kee, likely a food establishment, using NETS QR for payment."
2023-03-24,PAYMENT/TRANSFER via PayNow-DBSS from JAISWAL SOURAB OTHR JAISWAL SOURABH RAJ,8.0,Deposit,Transfers,This is a transfer received from Jaiswal Sourab via PayNow-DBSS.
2023-03-25,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1766265,-5.2,Withdrawal,Miscellaneous,"This transaction is a payment made to ""Xiang Ho Management"" via PayNow-UEN. The exact purpose of the payment is not specified, hence it is categorized under Miscellaneous."
2023-03-25,CREDIT PURCHASE 23/03/23 xx-5405 GOGOVAN SINGAPORE PTE. S,-25.0,Withdrawal,Transport,Payment for transportation services provided by GoGoVan Singapore.
2023-03-25,CREDIT PURCHASE 23/03/23 xx-5405 GOGOVAN SINGAPORE PTE. S,-27.0,Withdrawal,Transport,Payment for the GoGoVan service in Singapore.
2023-03-25,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.3,Withdrawal,Food,Payment for a meal at Mini Wok using NETS QR.
2023-03-26,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-26,FAST PAYMENT via PayNow-UEN to NATIONAL UNIVERS OTHR - DICNECOLL00735213,-27.0,Withdrawal,Miscellaneous,"This transaction is a payment made through PayNow-UEN to the National University, possibly for a service or fee. It doesn't fit into the other categories, so it's labeled as Miscellaneous."
2023-03-27,NETS QR 88885601 NETS QR PURCHASE YQUEUE SINGAPORE,-6.7,Withdrawal,Food,This is a payment for a food purchase made through NETS QR at YQueue in Singapore.
2023-03-27,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2023032701003419,-5.5,Withdrawal,Transfers,This transaction is a fund transfer made via PayNow-QR Code to QFPAY in Singapore.
2023-03-27,CASH WITHDRAWAL ATM VIA QR CODE OCBC-KENT RIDGE MRT SINGAPORE,-50.0,Withdrawal,Miscellaneous,This transaction represents a cash withdrawal from an ATM at Kent Ridge MRT in Singapore using a QR code.
2023-03-28,CREDIT PURCHASE 26/03/23 xx-4909 TS/UDON DON BAR NUS S,-21.0,Withdrawal,Food,Payment for a meal at Udon Don Bar.
2023-03-28,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,"This transaction is a purchase made using NETS QR, likely at a food establishment named Sin Kee."
2023-03-28,FAST PAYMENT via PayNow-UEN to NG KUAN CLEMENTI OTHR - 1265917,-46.0,Withdrawal,Transfers,This transaction is a transfer of funds to NG KUAN CLEMENTI via PayNow-UEN.
2023-03-28,PAYMENT/TRANSFER via PayNow-DBSS from ALYANNA YSABEL OTHR PayNow Transfer,9.8,Deposit,Transfers,This is a transfer received from Alyanna Ysabel via PayNow-DBSS.
2023-03-29,PAYMENT/TRANSFER via PayNow-DBSS from CHOO TENG YI E OTHR CHOO TENG YI EDWARD,7.8,Deposit,Transfers,This is a transfer received from Choo Teng Yi Edward via PayNow-DBSS.
2023-03-29,PAYMENT/TRANSFER via PayNow-DBSS from SARAH LIM HUI OTHR Send back 98939332,11.3,Deposit,Transfers,This is a transfer received from Sarah Lim via PayNow-DBSS.
2023-03-29,DEBIT PURCHASE 23/03/23 xx-0411 BUS/MRT 246587053 S,-0.99,Withdrawal,Transport,"This transaction is a debit purchase for bus/MRT, indicating a transportation expense."
2023-03-29,CREDIT PURCHASE 27/03/23 xx-0411 Grab S,-10.0,Withdrawal,Transport,"Payment for Grab, a ride-hailing service."
2023-03-29,FUND TRANSFER via PayNow-Mobile to jason OTHR -,-3.4,Withdrawal,Transfers,Funds were transferred to Jason via PayNow-Mobile.
2023-03-29,NETS QR 90894801 NETS QR PURCHASE PASTA EXPRESS F,-6.2,Withdrawal,Food,Payment for a meal at Pasta Express via NETS QR.
2023-03-30,FUND TRANSFER via PayNow-QR Code to QFPAY SINGAPORE OTHR - QF2023032901003441,-8.5,Withdrawal,Transfers,This transaction represents a fund transfer to QFPAY Singapore using PayNow-QR Code.
2023-03-30,DEBIT PURCHASE 29/03/23 xx-0411 CHEERS - LOWER KE RIDGES,-7.9,Withdrawal,Food,Payment for a food purchase at Cheers - Lower Ke Ridges.
2023-03-30,NETS QR 91743801 NETS QR PURCHASE SIN KEE,-4.8,Withdrawal,Food,Payment for food at Sin Kee through NETS QR.
2023-03-31,FAST PAYMENT via PayNow-UEN to XIANG HO MANAGEM OTHR - 1602182,-5.2,Withdrawal,Miscellaneous,"This transaction is a payment made through PayNow-UEN to Xiang Ho Management. The exact purpose of the payment is not specified, hence it is categorized under Miscellaneous."
2023-03-31,NETS QR 52994001 NETS QR PURCHASE KOREAN UTOWN,-5.0,Withdrawal,Food,"This transaction is a purchase made at a Korean restaurant in UTown, indicating a food expense."
2023-03-31,NETS QR 70835401 NETS QR PURCHASE MINI WOK,-4.6,Withdrawal,Food,Payment for food at Mini Wok using NETS QR.
2023-03-31,NETS QR 88924101 NETS QR PURCHASE COOL SPOT,-1.4,Withdrawal,Food,Payment for food at Cool Spot using NETS QR.
2023-03-31,FAST PAYMENT via PayNow-Mobile to Faith OTHR - 1741804,-14.5,Withdrawal,Transfers,This transaction is a transfer of funds to an individual named Faith via PayNow-Mobile.
